,Platform,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14
3304,Android,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
3307,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3308,Apple,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0
3309,Apple,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3310,Apple,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
3311,Android,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
3319,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3322,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,Apple,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0
3330,Android,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3332,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3333,Android,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3345,Android,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3347,Android,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
3351,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3356,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3364,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,Android,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3368,Android,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3369,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3371,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Android,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3374,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3376,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3377,Android,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3378,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,Apple,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3381,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,Android,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3385,Android,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3391,Apple,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3394,Android,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0
3395,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,Apple,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
3404,Apple,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3405,Apple,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0
3411,Android,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
3412,Android,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3413,Android,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
3415,Apple,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
3419,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3422,Apple,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
3424,Apple,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
3425,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Android,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3430,Apple,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
3433,Apple,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
3438,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3439,Apple,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3440,Android,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
3442,Apple,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3450,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,Android,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0
3454,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3457,Apple,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3458,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,Android,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3472,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3476,Android,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3478,Android,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
3485,Apple,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0
3487,Apple,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3488,Apple,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3492,Android,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
3495,Android,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3499,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3501,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3508,Apple,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3511,Android,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3512,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3513,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3515,Android,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3517,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,Android,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3522,Android,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3525,Android,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3527,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,Apple,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0
3533,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,Android,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0
3537,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,Android,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
3552,Android,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
3554,Apple,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3558,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,Apple,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3563,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3565,Apple,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3567,Android,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3570,Apple,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3571,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3572,Android,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0
3577,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,Android,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3583,Android,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0
3586,Android,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3591,Apple,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
3604,Android,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
3605,Android,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0
3608,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,Apple,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3610,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,Apple,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
3616,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3618,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3619,Android,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3621,Android,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3625,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,Android,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3628,Apple,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
3629,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3641,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,Apple,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3643,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3651,Android,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
3655,Android,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3656,Apple,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0
3658,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3671,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,Android,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
3683,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3750,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,Apple,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3812,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,Apple,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3834,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,Android,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3869,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3916,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,Apple,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3936,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,Android,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0
3961,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3963,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,Android,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4051,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4070,Android,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
4071,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,Apple,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
4094,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,Android,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
4100,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,Android,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
4104,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4118,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4176,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4260,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,Android,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
4299,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4358,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,Android,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4365,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4442,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4449,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4454,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,Apple,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
4468,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4474,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4478,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4479,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4483,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4485,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,Apple,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
4498,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4518,Android,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
4519,Apple,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4520,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4524,Android,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
4526,Apple,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
4530,Android,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
4533,Android,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4534,Apple,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4535,Android,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
4538,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4539,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4540,Android,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
4542,Android,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
4544,Android,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4546,Apple,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0
4547,Android,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0
4548,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4549,Apple,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0
4550,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4551,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4552,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,Android,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
4555,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,Apple,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
4562,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4568,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,Android,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0
4576,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4577,Apple,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4587,Android,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4599,Android,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
4602,Android,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4604,Android,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4605,Android,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
4608,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4610,Android,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4613,Apple,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4619,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,Android,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0
4624,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4625,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4627,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4637,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,Android,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
4649,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4650,Android,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
4651,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4652,Apple,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
4654,Android,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
4655,Android,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0
4656,Android,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
4657,Apple,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
4664,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,Apple,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
4672,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,Android,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
