,Platform,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14
4677,Android,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
4678,Android,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4682,Apple,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4685,Android,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4686,Apple,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4688,Apple,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0
4689,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,Apple,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4693,Android,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0
4694,Android,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4696,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4700,Android,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
4703,Apple,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
4709,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4712,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4713,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4716,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4719,Apple,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4722,Android,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4723,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4726,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4731,Android,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0
4732,Android,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4733,Android,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
4734,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4736,Android,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0
4737,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,Android,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
4745,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4746,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4748,Android,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4750,Android,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4751,Android,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4753,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4755,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4757,Apple,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4759,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4760,Apple,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4762,Android,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
4764,Apple,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4765,Android,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
4767,Apple,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4768,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4770,Android,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
4771,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4774,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,Android,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4777,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,Android,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
4779,Android,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4780,Android,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0
4781,Apple,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4782,Apple,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
4792,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4796,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4797,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,Apple,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4799,Android,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
4800,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4801,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4802,Apple,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4803,Android,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
4805,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4806,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4807,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4808,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4809,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,Apple,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4812,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4819,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4821,Android,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4823,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4824,Android,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4825,Android,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4831,Android,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
4833,Android,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
4834,Android,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
4835,Android,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4839,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,Android,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4845,Android,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
4846,Apple,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
4847,Android,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0
4850,Android,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
4852,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4855,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4856,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4857,Android,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4863,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4865,Android,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4866,Apple,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4868,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4870,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4872,Android,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0
4873,Apple,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0
4874,Android,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
4875,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,Apple,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
4882,Android,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
4884,Android,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0
4889,Android,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
4890,Android,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4896,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,Apple,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4901,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4903,Android,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4907,Apple,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4908,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4920,Android,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
4921,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,Android,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4923,Apple,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
4928,Android,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4929,Apple,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4930,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931,Apple,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0
4932,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4934,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4941,Android,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4942,Apple,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4943,Android,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4947,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4948,Android,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4949,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4952,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,Android,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4954,Android,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4956,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,Android,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4962,Apple,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4964,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,Apple,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0
4968,Android,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4969,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4971,Android,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
4972,Android,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
4974,Android,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
4977,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4978,Apple,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4980,Apple,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4984,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,Android,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4988,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4990,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,Apple,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4992,Android,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
4997,Android,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
4998,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,Android,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
5001,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,Apple,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5007,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5009,Android,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
5010,Android,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
5011,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5012,Apple,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5018,Android,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5020,Android,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5022,Apple,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5023,Android,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5024,Android,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5025,Android,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
5026,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5027,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5030,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5031,Android,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5034,Android,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5035,Apple,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
5038,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5039,Android,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5040,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,Apple,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
5043,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,Android,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
5047,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5050,Apple,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0
5051,Android,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5052,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,Android,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
5054,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5056,Apple,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0
5061,Android,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
5062,Android,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
5063,Android,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
5064,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,Android,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5069,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5070,Apple,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
5073,Android,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0
5080,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5083,Android,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
5085,Android,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0
5086,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5089,Android,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
5091,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5092,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5094,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,Android,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
5103,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5106,Android,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5107,Apple,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0
5108,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,Android,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0
5111,Android,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5112,Android,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
5114,Android,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
5115,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5116,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5118,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5119,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5122,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,Android,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
5124,Android,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
5126,Apple,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0
5127,Android,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
5130,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5132,Android,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0
5133,Android,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5135,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,Android,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5137,Apple,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5138,Apple,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0
5139,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5142,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5144,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5145,Android,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
5149,Apple,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
5150,Android,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
5151,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,Android,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
5157,Android,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5158,Android,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0
5160,Android,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
5163,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,Android,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
5173,Android,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5174,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,Apple,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5181,Android,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
5182,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5185,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,Apple,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0
5187,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,Apple,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
5189,Apple,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
5191,Android,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
5192,Android,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
5194,Apple,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
5195,Apple,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5196,Android,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
5199,Android,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
5200,Apple,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
5201,Android,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5202,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5210,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5212,Android,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
5219,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5220,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5221,Android,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0
5224,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5226,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5227,Android,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0
5228,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5229,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5231,Apple,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
5233,Android,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
5235,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5240,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,Android,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5242,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5244,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5246,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5248,Apple,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0
5251,Android,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5252,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,Android,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5256,Android,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0
5259,Android,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
5261,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5262,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5264,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5265,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5267,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5270,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5271,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5272,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,Android,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5274,Android,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
5278,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,Android,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
5284,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,Android,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5289,Android,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5290,Android,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5292,Android,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0
5294,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,Android,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
5299,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5305,Android,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5309,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,Android,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
5312,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5315,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5318,Android,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
5320,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5325,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,Android,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
5328,Android,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
5329,Android,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5330,Apple,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0
5331,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,Apple,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0
5336,Android,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5337,Android,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5338,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5339,Android,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0
5340,Android,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
5344,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5345,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5348,Android,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5349,Apple,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5351,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5359,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5360,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5366,Apple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5367,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5369,Apple,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
5372,Apple,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
5374,Android,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
5375,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5380,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5383,Android,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5384,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5385,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5387,Android,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
5391,Apple,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
5392,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5393,Apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5395,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5396,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,Android,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
5402,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5404,Android,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0
5415,Android,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5416,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,Android,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
5420,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5422,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,Android,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
5424,Android,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5426,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5427,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,Android,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
5434,Apple,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
5435,Android,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5436,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5438,Apple,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
5440,Android,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
